epoch,tr_loss,val_loss,tr_acc,val_acc
1,2.8206390738487244,0.9887487187105066,0.46596306068601584,0.6579925650557621
2,1.1063359220822653,1.1077730480362387,0.5704485488126649,0.671003717472119
3,1.0761096636454264,0.8251915609135347,0.5778364116094987,0.70817843866171
4,0.9918483545382818,0.8633648963535533,0.6221635883905013,0.7156133828996283
5,1.0101300706466039,0.8568793675478767,0.6221635883905013,0.6970260223048327
6,0.9316484659910202,0.7562567819567287,0.6364116094986807,0.7267657992565055
7,0.8907946745554606,0.7392681574120241,0.6638522427440633,0.7434944237918215
8,0.8313268502553304,0.8106843759031857,0.683377308707124,0.6933085501858736
9,0.8491135994593303,0.7882211558959064,0.6802110817941952,0.7044609665427509
10,0.8530960261821747,0.7136598825454712,0.6934036939313984,0.7453531598513011
